longitude;latitude;Rooms;Bedrooms;price;house id
-122.24;37.83;10;7;437737,1998;Home120
-122.24;37.85;6;4;44327,27653;Home121
-122.23;37.85;7;4;542356,9519;Home122
-122.24;37.84;5;3;582737,9839;Home123
-122.24;37.85;10;7;589859,7671;Home124
-122.22;37.85;4;2;439474,223;Home125
-122.22;37.84;8;6;374987,6421;Home126
-122.21;37.84;6;3;465969,8727;Home127
-122.21;37.83;4;1;289874,7634;Home128
-122.2;37.84;8;6;516516,9489;Home129
-122.21;37.84;11;9;69272,93112;Home130
-122.19;37.84;7;4;714573,1764;Home131
-122.2;37.84;4;1;359113,6333;Home132
-122.21;37.83;8;5;556050,2153;Home133
-122.19;37.83;12;10;514858,4615;Home134
-122.2;37.83;9;6;434667,5151;Home135
-122.19;37.83;8;5;531304,6784;Home136
-122.19;37.82;8;6;68730,22526;Home137
-122.2;37.82;11;9;202329,3027;Home138
-122.2;37.82;12;10;584046,0777;Home139
-122.18;37.81;7;5;538324,6986;Home140
-122.21;37.82;5;3;631800,0803;Home141
-122.2;37.81;7;4;597723,1698;Home142
-122.21;37.8;12;9;161123,9475;Home143
-122.21;37.8;4;1;231719,9095;Home144
-122.21;37.81;9;6;139475,5906;Home145
-122.22;37.81;8;5;499003,0629;Home146
-122.22;37.8;11;9;145686,5623;Home147
-122.22;37.8;7;5;114818,1548;Home148
-122.22;37.8;5;2;225108,7558;Home149
-122.22;37.81;12;9;481548,0396;Home150
-122.22;37.81;10;8;596086,8944;Home151
-122.23;37.8;9;6;282266,9061;Home152
-122.23;37.81;6;3;531125,5486;Home153
-122.22;37.81;9;7;627564,8263;Home154
-122.23;37.81;9;6;803575,4974;Home155
-122.24;37.81;6;4;611282,2329;Home156
-122.24;37.81;6;3;145323,0043;Home157
-122.23;37.81;4;1;106712,8304;Home158
-122.24;37.81;10;7;402161,7201;Home159
-122.24;37.8;10;7;229389,7694;Home160
-122.25;37.8;6;3;150822,4083;Home161
-122.24;37.81;5;2;490229,7927;Home162
-122.25;37.81;6;4;93370,32254;Home163
-122.25;37.8;4;2;236288,2627;Home164
-122.25;37.8;12;10;331702,6121;Home165
-122.25;37.8;11;8;199802,5212;Home166
-122.25;37.8;11;8;246663,7737;Home167
-122.24;37.79;7;5;225489,0439;Home168
-122.25;37.79;5;2;33909,90555;Home169
-122.25;37.79;4;2;158096,3067;Home170
-122.25;37.79;4;1;93497,80054;Home171
-122.25;37.8;8;5;15398,17478;Home172
-122.25;37.8;12;10;107819,6439;Home173
-122.24;37.8;8;6;72016,3397;Home174
-122.24;37.8;10;8;180877,0201;Home175
-122.24;37.8;7;5;77825,67993;Home176
-122.24;37.8;4;2;277897,8371;Home177
-122.23;37.8;8;5;23748,90329;Home178
-122.24;37.8;5;3;195937,849;Home179
-122.24;37.8;12;10;89829,74821;Home180
-122.23;37.8;10;8;17062,53382;Home181
-122.23;37.8;7;5;39322,69729;Home182
-122.23;37.8;9;6;81006,83326;Home183
-122.23;37.8;9;7;58542,98302;Home184
-122.23;37.79;11;9;123556,1164;Home185
-122.23;37.79;8;6;27372,81324;Home186
-122.23;37.79;4;2;246688,42;Home187
-122.24;37.79;12;9;60088,33765;Home188
-122.24;37.79;4;1;26804,01376;Home189
-122.24;37.79;11;9;74935,57238;Home190
-122.24;37.79;8;5;124892,0513;Home191
-122.25;37.79;7;4;99916,00389;Home192
-122.25;37.79;4;1;107890,5617;Home193
-122.26;37.8;11;8;16928,1212;Home194
-122.22;37.77;6;3;75262,62663;Home195
-122.22;37.77;7;5;84833,67584;Home196
-122.23;37.77;6;4;62770,27315;Home197
-122.23;37.78;8;5;51421,92177;Home198
-122.23;37.78;5;3;156955,5046;Home199
-122.22;37.78;7;5;131178,0333;Home200
-122.23;37.78;11;9;213678,5739;Home201
-122.23;37.78;5;3;122116,2064;Home202
-122.23;37.78;9;6;79100,42208;Home203
-122.23;37.79;4;1;115349,4159;Home204
-122.23;37.79;7;5;10800,88319;Home205
-122.22;37.79;9;6;254493,9517;Home206
-122.23;37.79;11;8;165294,6924;Home207
-122.23;37.79;6;3;75571,78011;Home208
-122.22;37.79;6;3;194779,0763;Home209
-122.22;37.79;9;6;239336,317;Home210
-122.21;37.79;12;9;88837,32908;Home211
-122.22;37.79;11;8;228197,1094;Home212
-122.22;37.79;8;5;126833,7597;Home213
-122.22;37.79;8;5;71574,26912;Home214
-122.2;37.79;5;3;96910,76415;Home215
-122.21;37.79;7;4;104736,1616;Home216
-122.21;37.79;7;5;28072,36061;Home217
-122.21;37.79;4;2;266280,147;Home218
-122.21;37.8;11;8;116315,1878;Home219
-122.21;37.8;7;4;53056,98124;Home220
-122.2;37.8;9;7;32428,77525;Home221
-122.2;37.8;12;9;107130,9562;Home222
-122.21;37.8;4;2;119180,1321;Home223
-122.2;37.8;12;9;304848,7825;Home224
-122.21;37.8;6;4;291545,9006;Home225
-122.19;37.8;11;9;276527,7167;Home226
-122.19;37.8;12;10;261199,4438;Home227
-122.19;37.79;8;5;261685,158;Home228
-122.2;37.79;4;1;304550,9859;Home229
-122.2;37.8;12;9;45074,98085;Home230
-122.19;37.8;4;2;492360,2065;Home231
-122.19;37.79;4;1;343091,1141;Home232
-122.19;37.79;7;4;58726,2251;Home233
-122.2;37.79;11;9;48410,96973;Home234
-122.2;37.79;10;8;12391,45114;Home235
-122.2;37.79;6;4;248328,1216;Home236
-122.21;37.79;7;4;52659,42863;Home237
-122.2;37.79;8;6;112486,5988;Home238
-122.21;37.78;7;4;147125,2452;Home239
-122.21;37.78;11;9;263694,2078;Home240
-122.21;37.78;5;2;108509,3448;Home241
-122.21;37.78;7;4;246703,8852;Home242
-122.22;37.78;7;4;176691,9697;Home243
-122.21;37.78;5;2;2828,455998;Home244
-122.21;37.78;12;10;172738,3031;Home245
-122.22;37.77;9;7;145256,355;Home246
-122.22;37.78;5;2;195316,2337;Home247
-122.22;37.78;5;3;253644,4981;Home248
-122.22;37.78;6;3;16520,85521;Home249
-122.21;37.76;6;4;18137,43992;Home250
-122.21;37.77;4;2;115704,8045;Home251
-122.21;37.77;11;8;92178,1624;Home252
-122.2;37.77;9;6;64110,43261;Home253
-122.21;37.77;7;5;72079,16305;Home254
-122.21;37.77;12;9;22277,08395;Home255
-122.19;37.77;7;4;24423,43691;Home256
-122.2;37.77;7;5;24790,9472;Home257
-122.2;37.77;8;5;3531,976248;Home258
-122.2;37.78;10;8;90010,93685;Home259
-122.2;37.78;11;9;222006,8704;Home260
-122.2;37.78;9;7;113463,7457;Home261
-122.2;37.77;11;8;15989,34753;Home262
-122.21;37.78;10;8;99480,30624;Home263
-122.19;37.78;6;3;245617,2308;Home264
-122.19;37.77;6;4;280043,0827;Home265
-122.19;37.77;7;5;292697,6435;Home266
-122.19;37.78;6;4;51220,84563;Home267
-122.19;37.78;5;2;96436,95687;Home268
-122.18;37.78;6;3;54380,93288;Home269
-122.19;37.78;10;7;323611,1451;Home270
-122.19;37.78;11;8;2938,010865;Home271
-122.2;37.78;8;6;3393,208159;Home272
-122.18;37.79;10;7;461966,775;Home273
-122.18;37.79;12;10;375660,5714;Home274
-122.18;37.79;12;9;133492,5195;Home275
-122.19;37.79;8;5;127455,7397;Home276
-122.19;37.79;9;7;79044,40741;Home277
-122.18;37.81;11;9;578617,0872;Home278
-122.18;37.8;11;9;571078,9909;Home279
-122.18;37.8;12;9;424024,0439;Home280
-122.13;37.77;8;6;194005,8052;Home281
-122.16;37.79;9;7;275063,9901;Home282
-122.17;37.78;12;10;308375,5842;Home283
-122.17;37.77;9;7;42103,92394;Home284
-122.18;37.78;7;4;12608,35708;Home285
-122.18;37.78;4;1;104168,494;Home286
-122.17;37.78;11;8;137000,6184;Home287
-122.17;37.78;4;2;172613,7045;Home288
-122.16;37.77;8;5;202064,8802;Home289
-122.16;37.77;12;10;52273,20544;Home290
-122.16;37.77;10;8;307078,6711;Home291
-122.16;37.77;6;3;209795,1753;Home292
-122.17;37.77;7;5;12535,04129;Home293
-122.17;37.77;7;4;143886,8927;Home294
-122.17;37.76;8;5;79516,74206;Home295
-122.17;37.76;5;2;163078,1198;Home296
-122.18;37.76;7;4;143341,0982;Home297
-122.17;37.76;6;4;41355,66451;Home298
-122.18;37.76;8;5;49210,29645;Home299
-122.18;37.76;8;6;169820,4881;Home300
-122.18;37.76;6;3;185406,2501;Home301
-122.18;37.77;7;5;132592,6456;Home302
-122.18;37.77;5;2;86399,20216;Home303
-122.18;37.76;9;7;124560,8613;Home304
-122.19;37.76;4;2;82121,12371;Home305
-122.18;37.77;11;9;61347,37151;Home306
-122.18;37.77;6;4;5238,635119;Home307
-122.18;37.77;4;2;155649,051;Home308
-122.19;37.76;10;7;161648,1639;Home309
-122.2;37.76;5;2;54681,51512;Home310
-122.19;37.77;7;4;104394,8204;Home311
-122.19;37.77;6;3;80924,79223;Home312
-122.19;37.76;9;7;75491,47958;Home313
-122.19;37.76;7;4;114155,8986;Home314
-122.2;37.75;12;9;69900,10978;Home315
-122.2;37.76;12;9;101407,067;Home316
-122.19;37.76;12;9;61870,51292;Home317
-122.19;37.75;6;3;97299,8664;Home318
-122.19;37.75;10;8;114612,0575;Home319
-122.19;37.76;12;10;96241,32049;Home320
-122.19;37.74;9;7;169867,6512;Home321
-122.18;37.74;10;7;31363,69783;Home322
-122.19;37.73;9;7;98614,53585;Home323
-122.19;37.74;11;8;129276,8367;Home324
-122.19;37.73;10;7;4139,207531;Home325
-122.18;37.73;10;8;131392,8035;Home326
-122.18;37.73;4;2;21897,09726;Home327
-122.18;37.73;8;5;133662,091;Home328
-122.18;37.73;5;3;142297,5206;Home329
-122.17;37.74;4;2;146303,286;Home330
-122.17;37.74;12;10;167557,5992;Home331
-122.17;37.74;11;8;108716,4036;Home332
-122.17;37.73;11;9;154739,2039;Home333
-122.18;37.74;8;6;104136,5396;Home334
-122.17;37.74;11;8;98707,97181;Home335
-122.17;37.74;7;5;130644,5278;Home336
-122.18;37.74;6;4;139501,8277;Home337
-122.18;37.75;11;8;107251,0523;Home338
-122.18;37.75;10;8;91856,33333;Home339
-122.17;37.75;7;5;90377,44523;Home340
-122.18;37.75;8;5;19297,22228;Home341
-122.19;37.75;9;7;59794,20533;Home342
-122.18;37.75;5;2;143270,7089;Home343
-122.18;37.75;12;10;33976,37442;Home344
-122.17;37.76;8;6;169908,5585;Home345
-122.17;37.75;10;7;103778,2503;Home346
-122.17;37.75;9;6;84107,98616;Home347
-122.17;37.75;11;9;36108,32936;Home348
-122.17;37.75;8;6;128954,4365;Home349
-122.16;37.76;12;10;122798,4261;Home350
-122.16;37.75;4;2;33948,2039;Home351
-122.17;37.75;8;5;96426,72704;Home352
-122.17;37.76;4;2;109400,7757;Home353
-122.16;37.76;12;9;250745,2856;Home354
-122.16;37.76;8;5;240477,5126;Home355
-122.15;37.76;6;4;363007,3666;Home356
-122.14;37.77;11;8;139392,4914;Home357
-122.14;37.76;6;3;236323,2017;Home358
-122.13;37.76;10;8;520878,4707;Home359
-122.12;37.75;5;2;404543,8437;Home360
-122.12;37.75;6;4;92734,61964;Home361
-122.14;37.75;7;4;271315,2367;Home362
-122.14;37.75;9;6;221400,4597;Home363
-122.13;37.75;8;5;311813,7823;Home364
-122.13;37.75;7;5;195708,766;Home365
-122.13;37.74;10;7;388370,2158;Home366
-122.16;37.75;10;8;106616,8643;Home367
-122.15;37.75;8;5;132723,0351;Home368
-122.15;37.75;7;5;53461,67199;Home369
-122.15;37.74;9;6;151763,7387;Home370
-122.16;37.75;10;8;641,5772754;Home371
-122.16;37.75;10;8;81984,72433;Home372
-122.15;37.74;9;7;82330,91692;Home373
-122.15;37.74;5;3;69488,18123;Home374
-122.16;37.75;4;1;36836,44811;Home375
-122.16;37.75;8;5;136404,2338;Home376
-122.17;37.74;5;2;167858,173;Home377
-122.17;37.75;8;5;53272,39031;Home378
-122.16;37.74;12;9;146456,2621;Home379
-122.16;37.74;8;5;228557,0349;Home380
-122.16;37.74;7;4;274277,1371;Home381
-122.16;37.74;12;10;92438,95999;Home382
-122.16;37.74;7;5;140784,5479;Home383
-122.29;37.9;7;5;208078,7376;Home384
-122.29;37.9;11;9;110108,5306;Home385
-122.29;37.89;6;4;421625,7393;Home386
-122.3;37.9;6;4;339590,0701;Home387
-122.29;37.89;11;8;179641,5039;Home388
-122.3;37.89;6;4;137968,3383;Home389
-122.3;37.9;10;7;442777,2265;Home390
-122.3;37.89;6;4;67761,39119;Home391
-122.3;37.89;4;1;372310,9832;Home392
-122.33;37.89;7;4;331952,4988;Home393
-122.34;37.88;8;6;147836,0294;Home394
-122.29;37.89;4;1;99156,23587;Home395
-122.29;37.88;7;5;215799,0867;Home396
-122.29;37.89;4;2;84520,60481;Home397
-122.29;37.89;11;8;45572,49365;Home398
-122.28;37.88;4;2;71196,61044;Home399
-122.29;37.89;5;2;141687,9608;Home400
-122.27;37.9;8;5;203091,5609;Home401
-122.26;37.9;8;5;185050,8263;Home402
-122.27;37.9;7;4;595696,069;Home403
-122.27;37.9;6;3;40067,09523;Home404
-122.27;37.9;12;10;560685,9233;Home405
-122.27;37.89;7;4;68034,5383;Home406
-122.28;37.9;6;4;2743,879246;Home407
-122.28;37.9;12;9;444607,6501;Home408
-122.28;37.9;6;3;70531,59209;Home409
-122.28;37.89;10;7;602796,8493;Home410
-122.28;37.89;4;2;573217,1283;Home411
-122.28;37.89;5;2;336383,0726;Home412
-122.28;37.89;11;9;138305,6926;Home413
-122.27;37.89;5;3;85749,04995;Home414
-122.27;37.89;9;6;528326,988;Home415
-122.26;37.9;10;8;506647,4182;Home416
-122.25;37.89;4;1;501231,8216;Home417
-122.26;37.89;5;3;264640,4787;Home418
-122.26;37.89;11;9;89554,77553;Home419
-122.25;37.89;7;4;164463,498;Home420
-122.25;37.89;10;7;44484,48584;Home421
-122.26;37.88;11;8;623548,5213;Home422
-122.26;37.88;11;9;321308,0408;Home423
-122.27;37.88;10;8;268924,7876;Home424
-122.27;37.88;5;2;173733,4743;Home425
-122.27;37.88;12;9;204864,4733;Home426
-122.28;37.88;4;2;6680,4736;Home427
-122.28;37.88;8;6;448721,9707;Home428
-122.28;37.88;7;4;22036,34994;Home429
-122.29;37.88;8;5;385688,851;Home430
-122.29;37.88;9;7;290123,6041;Home431
-122.29;37.88;11;8;226926,5787;Home432
-122.29;37.88;6;4;269520,771;Home433
-122.3;37.88;11;9;342075,1146;Home434
-122.3;37.88;6;3;240296,4295;Home435
-122.3;37.87;4;2;282126,452;Home436
-122.3;37.86;10;8;114086,9198;Home437
-122.29;37.85;5;3;220538,1073;Home438
-122.3;37.88;10;8;59530,55095;Home439
-122.3;37.87;12;10;246051,9639;Home440
-122.28;37.88;12;9;153526,7216;Home441
-122.28;37.87;7;5;380787,5706;Home442
-122.28;37.87;8;5;339713,0781;Home443
-122.29;37.87;4;1;75146,57663;Home444
-122.29;37.87;11;8;289344,373;Home445
-122.28;37.88;12;9;89593,47615;Home446
-122.28;37.87;9;7;197501,4854;Home447
-122.28;37.87;12;9;179929,4889;Home448
-122.27;37.88;8;6;72017,64435;Home449
-122.27;37.87;10;7;25523,14795;Home450
-122.27;37.88;8;5;450133,7737;Home451
-122.26;37.88;8;5;359210,3885;Home452
-122.26;37.88;4;1;122117,4473;Home453
-122.26;37.88;9;7;559573,2292;Home454
-122.25;37.87;8;6;173078,2569;Home455
-122.25;37.87;7;4;150623,2569;Home456
-122.25;37.87;11;9;531370,8979;Home457
-122.25;37.87;5;3;504918,8546;Home458
-122.26;37.87;10;8;130055,5749;Home459
-122.26;37.87;9;7;225904,5013;Home460
-122.27;37.87;7;5;220096,362;Home461
-122.27;37.87;4;1;405644,5523;Home462
-122.27;37.87;12;10;194537,1192;Home463
-122.28;37.86;10;7;270425,8102;Home464
-122.28;37.87;12;9;190830,6857;Home465
-122.28;37.87;5;3;218415,0925;Home466
-122.29;37.87;5;2;344488,6506;Home467
-122.29;37.87;6;3;314763,3116;Home468
-122.29;37.86;8;5;197590,9056;Home469
-122.28;37.86;10;7;60653,74639;Home470
-122.29;37.87;4;2;116934,4495;Home471
-122.29;37.86;4;2;99526,78738;Home472
-122.28;37.86;11;8;255588,2486;Home473
-122.28;37.86;9;7;90203,93686;Home474
-122.28;37.85;9;7;73770,51259;Home475
-122.27;37.86;4;2;72907,74811;Home476
-122.28;37.86;8;5;355057,2459;Home477
-122.28;37.86;11;9;29371,80553;Home478
-122.28;37.86;6;3;300676,2312;Home479
-122.27;37.86;7;5;335772,1112;Home480
-122.27;37.86;4;2;362752,7555;Home481
-122.27;37.86;4;2;61981,0826;Home482
-122.27;37.86;8;5;207765,4421;Home483
-122.26;37.86;7;5;311384,47;Home484
-122.26;37.86;9;7;241726,6215;Home485
-122.26;37.86;4;2;445893,6676;Home486
-122.26;37.86;11;8;41752,57214;Home487
-122.25;37.86;4;2;732373,8005;Home488
-122.25;37.86;6;4;261552,0909;Home489
-122.25;37.86;11;8;748981,4571;Home490
-122.25;37.86;5;2;306208,6923;Home491
-122.24;37.86;9;7;115377,9909;Home492
-122.24;37.85;10;8;661836,0868;Home493
-122.25;37.86;10;7;121038,4477;Home494
-122.26;37.85;9;7;131748,7801;Home495
-122.27;37.85;12;9;316396,2932;Home496
-122.27;37.85;6;4;174955,6362;Home497
-122.27;37.85;9;7;291803,708;Home498
-122.27;37.85;7;5;147471,8092;Home499
-122.27;37.85;11;8;80829,52832;Home500
-122.27;37.85;10;7;86923,45364;Home501
-122.28;37.85;11;8;161929,5759;Home502
-122.28;37.85;10;8;29730,65522;Home503
-122.28;37.85;4;2;74904,24849;Home504
-122.29;37.84;10;7;32352,88136;Home505
-122.28;37.83;6;4;11751,47098;Home506
-122.3;37.84;10;7;132199,1189;Home507
-122.23;37.83;12;9;802652,0574;Home508
-122.22;37.82;8;6;44431,5021;Home509
-122.23;37.82;9;6;597197,8472;Home510
-122.23;37.82;8;6;531210,9943;Home511
-122.24;37.83;6;3;462580,4103;Home512
-122.24;37.83;4;1;143085,8846;Home513
-122.24;37.82;8;5;180448,8926;Home514
-122.25;37.82;12;9;542648,6064;Home515
-122.23;37.76;9;7;20053,14128;Home516
-122.23;37.76;5;3;99664,51958;Home517
-122.23;37.76;4;2;286327,9574;Home518
-122.24;37.77;7;5;61725,44072;Home519
-122.23;37.77;5;2;62253,85757;Home520
-122.24;37.77;4;1;155797,7927;Home521
-122.25;37.77;12;9;328378,8599;Home522
-122.25;37.77;11;9;340536,2528;Home523
-122.25;37.77;10;8;89912,64331;Home524
-122.25;37.77;7;5;161306,9285;Home525
-122.26;37.78;10;7;158863,0097;Home526
-122.26;37.78;5;3;340204,813;Home527
-122.27;37.78;8;5;93480,85252;Home528
-122.27;37.78;12;9;327709,3616;Home529
-122.27;37.78;5;2;305079,39;Home530
-122.27;37.78;8;6;215984,6146;Home531
-122.28;37.79;5;3;315315,9856;Home532
-122.3;37.77;8;6;262778,4839;Home533
-122.28;37.78;5;2;179486,5378;Home534
-122.29;37.78;12;10;176319,1877;Home535
-122.28;37.77;5;3;169700,0213;Home536
-122.28;37.77;4;2;464274,5254;Home537
-122.29;37.76;12;10;506161,3616;Home538
-122.28;37.78;12;9;365875,2063;Home539
-122.26;37.77;12;10;512128,1818;Home540
-122.27;37.77;12;9;708781,9416;Home541
-122.27;37.77;4;2;447700,194;Home542
-122.27;37.77;7;4;284396,0419;Home543
-122.27;37.77;11;9;136511,3424;Home544
-122.25;37.77;7;4;157263,0894;Home545
-122.26;37.77;4;1;166500,3482;Home546
-122.26;37.77;8;6;56379,59745;Home547
-122.26;37.77;6;3;137291,5733;Home548
-122.26;37.77;7;5;397717,9988;Home549
-122.26;37.77;8;6;35420,93133;Home550
-122.24;37.77;6;3;141369,4795;Home551
-122.25;37.77;11;8;188331,9149;Home552
-122.23;37.76;6;3;52278,44718;Home553
-122.23;37.76;7;5;496509,5766;Home554
-122.24;37.76;7;5;255873,6266;Home555
-122.24;37.76;10;7;452676,0734;Home556
-122.23;37.76;12;9;45274,55082;Home557
-122.23;37.75;12;10;46360,81524;Home558
-122.24;37.75;6;3;351861,8393;Home559
-122.24;37.75;9;7;218972,2529;Home560
-122.24;37.76;7;4;347466,694;Home561
-122.24;37.76;10;8;456441,7376;Home562
-122.24;37.76;4;1;49653,6786;Home563
-122.24;37.73;6;3;166331,8721;Home564
-122.25;37.74;5;2;326089,5628;Home565
-122.24;37.72;5;2;510671,5294;Home566
-122.27;37.73;7;5;90260,93081;Home567
-122.25;37.76;8;5;301644,5187;Home568
-122.27;37.74;6;4;193933,7953;Home569
-122.27;37.77;7;4;306585,0853;Home570
-122.28;37.75;8;6;9446,820892;Home571
-122.06;37.77;6;3;127881,9131;Home572
-122.06;37.73;8;5;212291,1225;Home573
-122.06;37.71;7;5;121112,0857;Home574
-122.07;37.71;12;10;10741,40996;Home575
-122.07;37.71;5;3;25874,60949;Home576
-122.07;37.72;9;6;333135,4217;Home577
-122.08;37.72;7;4;239292,2473;Home578
-122.08;37.72;7;5;155936,2325;Home579
-122.08;37.71;8;6;151097,8277;Home580
-122.09;37.71;10;7;203377,1026;Home581
-122.1;37.72;7;4;472763,8987;Home582
-122.11;37.71;11;9;93446,322;Home583
-122.1;37.7;11;9;235377,3194;Home584
-122.1;37.69;6;3;157351,0066;Home585
-122.09;37.71;5;3;251327,4384;Home586
-122.09;37.7;9;7;316184,3647;Home587
-122.1;37.71;8;5;471802,4922;Home588
-122.09;37.7;9;7;312140,5026;Home589
-122.08;37.71;11;8;21916,22215;Home590
-122.08;37.71;10;8;176215,2825;Home591
-122.08;37.7;6;4;395816,5723;Home592
-122.07;37.7;6;4;114929,0892;Home593
-122.06;37.7;4;1;419012,6709;Home594
-122.06;37.7;12;10;206104,692;Home595
-122.07;37.7;11;8;281435,1319;Home596
-122.14;37.69;12;9;23616,98843;Home597
-122.15;37.69;11;8;293610,677;Home598
-122.15;37.69;12;9;11728,24498;Home599
-122.15;37.7;11;8;221802,6488;Home600
-122.16;37.69;12;9;72024,22774;Home601
-122.11;37.66;8;5;261087,8134;Home602
-122.1;37.66;12;10;300415,5363;Home603
-122.11;37.66;9;7;51322,59368;Home604
-122.11;37.66;11;9;373393,0927;Home605
-122.1;37.65;7;4;315798,1991;Home606
-122.1;37.64;9;6;251817,0598;Home607
-122.1;37.65;4;2;242785,1246;Home608
